[16621, 21745]
vector dimension: 8

preprocess finished.

Epoch: 1,	Loss: 78.80613708496094

Epoch: 50,	Loss: 56.68291091918945

Epoch: 100,	Loss: 39.696266174316406

Epoch: 150,	Loss: 30.323129653930664

Epoch: 200,	Loss: 20.308883666992188

Epoch: 250,	Loss: 15.692505836486816

Epoch: 300,	Loss: 18.24039649963379

Epoch: 350,	Loss: 18.375450134277344

Epoch: 400,	Loss: 16.106714248657227

Epoch: 450,	Loss: 5.296813488006592

Epoch: 500,	Loss: 3.4332563877105713

Epoch: 550,	Loss: 3.1641857624053955

Epoch: 600,	Loss: 2.039905071258545

Epoch: 650,	Loss: 4.000424861907959

Epoch: 700,	Loss: 4.802299976348877

Epoch: 750,	Loss: 4.959773063659668

Epoch: 800,	Loss: 0.0035393142607063055

Epoch: 850,	Loss: 0.00451629189774394

Epoch: 900,	Loss: 2.1016647815704346

Epoch: 950,	Loss: 3.1354057788848877

Epoch: 1000,	Loss: 1.0748205184936523

Epoch: 1050,	Loss: 0.8324612379074097

Epoch: 1100,	Loss: 4.205164432525635

Epoch: 1150,	Loss: 2.9963927268981934

Epoch: 1200,	Loss: 5.578570365905762

Epoch: 1250,	Loss: 4.0145583152771

Epoch: 1300,	Loss: 1.387721300125122

Epoch: 1350,	Loss: 3.622271776199341

Epoch: 1400,	Loss: 3.1846365928649902

Epoch: 1450,	Loss: 3.0412099361419678

Epoch: 1500,	Loss: 3.0420045852661133

Epoch: 1550,	Loss: 6.00327205657959

Epoch: 1600,	Loss: 4.634280204772949

Epoch: 1650,	Loss: 6.682015895843506

Epoch: 1700,	Loss: 12.553656578063965

Epoch: 1750,	Loss: 8.741715431213379

Epoch: 1800,	Loss: 5.396180152893066

Epoch: 1850,	Loss: 3.6140151023864746

Epoch: 1900,	Loss: 0.8685663342475891

Epoch: 1950,	Loss: 0.807737410068512

Epoch: 2000,	Loss: 0.8853774070739746

Best Epoch: 793,	Loss: 0.003174968995153904

train finished.
	error rate: 0.32

test finished.
