[16621, 33242]
vector dimension: 8

preprocess finished.

Epoch: 1,	Loss: 34.17961502075195

Epoch: 50,	Loss: 24.396127700805664

Epoch: 100,	Loss: 19.747983932495117

Epoch: 150,	Loss: 16.90102767944336

Epoch: 200,	Loss: 12.496429443359375

Epoch: 250,	Loss: 11.717818260192871

Epoch: 300,	Loss: 10.528267860412598

Epoch: 350,	Loss: 9.82278060913086

Epoch: 400,	Loss: 8.996573448181152

Epoch: 450,	Loss: 8.467696189880371

Epoch: 500,	Loss: 8.188434600830078

Epoch: 550,	Loss: 8.205156326293945

Epoch: 600,	Loss: 8.306557655334473

Epoch: 650,	Loss: 8.084075927734375

Epoch: 700,	Loss: 7.959298133850098

Epoch: 750,	Loss: 8.144497871398926

Epoch: 800,	Loss: 8.36129093170166

Epoch: 850,	Loss: 8.35080337524414

Epoch: 900,	Loss: 7.989712238311768

Epoch: 950,	Loss: 7.813994407653809

Epoch: 1000,	Loss: 7.780901908874512

Epoch: 1050,	Loss: 8.533430099487305

Epoch: 1100,	Loss: 8.505133628845215

Epoch: 1150,	Loss: 8.725714683532715

Epoch: 1200,	Loss: 8.732192993164062

Epoch: 1250,	Loss: 8.732220649719238

Epoch: 1300,	Loss: 8.493077278137207

Epoch: 1350,	Loss: 8.260615348815918

Epoch: 1400,	Loss: 7.806712627410889

Epoch: 1450,	Loss: 8.585531234741211

Epoch: 1500,	Loss: 8.518851280212402

Epoch: 1550,	Loss: 8.323190689086914

Epoch: 1600,	Loss: 7.670008659362793

Epoch: 1650,	Loss: 7.931152820587158

Epoch: 1700,	Loss: 7.8730244636535645

Epoch: 1750,	Loss: 7.741231441497803

Epoch: 1800,	Loss: 8.175048828125

Epoch: 1850,	Loss: 8.322423934936523

Epoch: 1900,	Loss: 8.323143005371094

Epoch: 1950,	Loss: 8.303571701049805

Epoch: 2000,	Loss: 8.519670486450195

Best Epoch: 1608,	Loss: 7.601813316345215

train finished.
	error rate: 0.15

test finished.
