
preprocess finished.

Epoch: 1,	Loss: 105.70592498779297

Epoch: 50,	Loss: 77.77289581298828

Epoch: 100,	Loss: 62.01430892944336

Epoch: 150,	Loss: 54.080596923828125

Epoch: 200,	Loss: 50.441463470458984

Epoch: 250,	Loss: 47.8721923828125

Epoch: 300,	Loss: 47.2462043762207

Epoch: 350,	Loss: 40.089088439941406

Epoch: 400,	Loss: 37.745426177978516

Epoch: 450,	Loss: 36.470497131347656

Epoch: 500,	Loss: 34.0029296875

Epoch: 550,	Loss: 33.61698913574219

Epoch: 600,	Loss: 33.549354553222656

Epoch: 650,	Loss: 32.86372756958008

Epoch: 700,	Loss: 32.37355041503906

Epoch: 750,	Loss: 28.868026733398438

Epoch: 800,	Loss: 28.38896369934082

Epoch: 850,	Loss: 27.380447387695312

Epoch: 900,	Loss: 26.440767288208008

Epoch: 950,	Loss: 26.323373794555664

Epoch: 1000,	Loss: 26.485042572021484

Epoch: 1050,	Loss: 26.210182189941406

Epoch: 1100,	Loss: 24.45914649963379

Epoch: 1150,	Loss: 24.298044204711914

Epoch: 1200,	Loss: 24.29615592956543

Epoch: 1250,	Loss: 23.931798934936523

Epoch: 1300,	Loss: 23.94751739501953

Epoch: 1350,	Loss: 23.839845657348633

Epoch: 1400,	Loss: 23.65520477294922

Epoch: 1450,	Loss: 23.49431800842285

Epoch: 1500,	Loss: 23.454856872558594

Epoch: 1550,	Loss: 22.912166595458984

Epoch: 1600,	Loss: 23.07923698425293

Epoch: 1650,	Loss: 23.049455642700195

Epoch: 1700,	Loss: 23.00212860107422

Epoch: 1750,	Loss: 22.78024673461914

Epoch: 1800,	Loss: 22.173179626464844

Epoch: 1850,	Loss: 23.12137222290039

Epoch: 1900,	Loss: 23.003868103027344

Epoch: 1950,	Loss: 22.710664749145508

Epoch: 2000,	Loss: 22.48696517944336

Best Epoch: 1800,	Loss: 22.173179626464844

train finished.
	error rate: 0.03

test finished.
