[16621, 33856]

preprocess finished.

Epoch: 1,	Loss: 184.4511260986328

Epoch: 50,	Loss: 137.0768280029297

Epoch: 100,	Loss: 106.84973907470703

Epoch: 150,	Loss: 89.64666748046875

Epoch: 200,	Loss: 80.22789764404297

Epoch: 250,	Loss: 74.19918823242188

Epoch: 300,	Loss: 66.37580108642578

Epoch: 350,	Loss: 63.53596115112305

Epoch: 400,	Loss: 60.72731399536133

Epoch: 450,	Loss: 57.75786209106445

Epoch: 500,	Loss: 52.91973876953125

Epoch: 550,	Loss: 51.78819274902344

Epoch: 600,	Loss: 51.44401168823242

Epoch: 650,	Loss: 47.64022445678711

Epoch: 700,	Loss: 45.626731872558594

Epoch: 750,	Loss: 44.80292892456055

Epoch: 800,	Loss: 40.83671188354492

Epoch: 850,	Loss: 39.15114974975586

Epoch: 900,	Loss: 38.621788024902344

Epoch: 950,	Loss: 37.220699310302734

Epoch: 1000,	Loss: 36.28776168823242

Epoch: 1050,	Loss: 36.716163635253906

Epoch: 1100,	Loss: 35.71678161621094

Epoch: 1150,	Loss: 34.92005157470703

Epoch: 1200,	Loss: 33.543373107910156

Epoch: 1250,	Loss: 30.485614776611328

Epoch: 1300,	Loss: 30.124958038330078

Epoch: 1350,	Loss: 30.111011505126953

Epoch: 1400,	Loss: 29.674179077148438

Epoch: 1450,	Loss: 27.570520401000977

Epoch: 1500,	Loss: 27.494522094726562

Epoch: 1550,	Loss: 26.9805850982666

Epoch: 1600,	Loss: 27.181800842285156

Epoch: 1650,	Loss: 27.183757781982422

Epoch: 1700,	Loss: 25.416934967041016

Epoch: 1750,	Loss: 25.180313110351562

Epoch: 1800,	Loss: 25.08553695678711

Epoch: 1850,	Loss: 25.059307098388672

Epoch: 1900,	Loss: 25.01872444152832

Epoch: 1950,	Loss: 25.011253356933594

Epoch: 2000,	Loss: 24.95352554321289

Best Epoch: 2000,	Loss: 24.95352554321289

train finished.
	error rate: 0.09

test finished.
