
preprocess finished.

Epoch: 1,	Loss: 181.489990234375

Epoch: 50,	Loss: 135.5335235595703

Epoch: 100,	Loss: 103.5926284790039

Epoch: 150,	Loss: 84.70594024658203

Epoch: 200,	Loss: 73.47466278076172

Epoch: 250,	Loss: 69.81277465820312

Epoch: 300,	Loss: 64.12142944335938

Epoch: 350,	Loss: 62.53551483154297

Epoch: 400,	Loss: 60.56114959716797

Epoch: 450,	Loss: 59.85996627807617

Epoch: 500,	Loss: 56.467533111572266

Epoch: 550,	Loss: 51.81862258911133

Epoch: 600,	Loss: 44.10702896118164

Epoch: 650,	Loss: 41.839622497558594

Epoch: 700,	Loss: 41.44151306152344

Epoch: 750,	Loss: 38.7578125

Epoch: 800,	Loss: 38.07014465332031

Epoch: 850,	Loss: 37.63139724731445

Epoch: 900,	Loss: 35.36771011352539

Epoch: 950,	Loss: 34.75996398925781

Epoch: 1000,	Loss: 34.477684020996094

Epoch: 1050,	Loss: 34.42276382446289

Epoch: 1100,	Loss: 30.424259185791016

Epoch: 1150,	Loss: 30.19089698791504

Epoch: 1200,	Loss: 26.291479110717773

Epoch: 1250,	Loss: 26.064889907836914

Epoch: 1300,	Loss: 25.950227737426758

Epoch: 1350,	Loss: 25.91324234008789

Epoch: 1400,	Loss: 25.33033561706543

Epoch: 1450,	Loss: 24.26421356201172

Epoch: 1500,	Loss: 23.066383361816406

Epoch: 1550,	Loss: 22.216245651245117

Epoch: 1600,	Loss: 22.149639129638672

Epoch: 1650,	Loss: 17.372173309326172

Epoch: 1700,	Loss: 17.248332977294922

Epoch: 1750,	Loss: 17.1478214263916

Epoch: 1800,	Loss: 16.813148498535156

Epoch: 1850,	Loss: 16.3885555267334

Epoch: 1900,	Loss: 16.36874771118164

Epoch: 1950,	Loss: 15.043364524841309

Epoch: 2000,	Loss: 12.856074333190918

Best Epoch: 2000,	Loss: 12.856074333190918

train finished.
	error rate: 0.13

test finished.
