[16621, 21745]
vector dimension: 8363

preprocess finished.

Epoch: 1,	Loss: 129.2515411376953

Epoch: 50,	Loss: 95.50830841064453

Epoch: 100,	Loss: 74.89414978027344

Epoch: 150,	Loss: 52.67841720581055

Epoch: 200,	Loss: 49.1132926940918

Epoch: 250,	Loss: 41.80853271484375

Epoch: 300,	Loss: 32.31272506713867

Epoch: 350,	Loss: 28.618343353271484

Epoch: 400,	Loss: 26.516582489013672

Epoch: 450,	Loss: 22.251848220825195

Epoch: 500,	Loss: 21.437633514404297

Epoch: 550,	Loss: 18.683259963989258

Epoch: 600,	Loss: 17.59555435180664

Epoch: 650,	Loss: 17.157974243164062

Epoch: 700,	Loss: 17.076709747314453

Epoch: 750,	Loss: 16.93487548828125

Epoch: 800,	Loss: 15.21652603149414

Epoch: 850,	Loss: 15.01682186126709

Epoch: 900,	Loss: 14.352124214172363

Epoch: 950,	Loss: 14.040306091308594

Epoch: 1000,	Loss: 14.30565357208252

Epoch: 1050,	Loss: 14.039841651916504

Epoch: 1100,	Loss: 13.912137031555176

Epoch: 1150,	Loss: 12.268220901489258

Epoch: 1200,	Loss: 12.136250495910645

Epoch: 1250,	Loss: 11.428866386413574

Epoch: 1300,	Loss: 11.062847137451172

Epoch: 1350,	Loss: 11.073914527893066

Epoch: 1400,	Loss: 11.079694747924805

Epoch: 1450,	Loss: 10.750687599182129

Epoch: 1500,	Loss: 10.233643531799316

Epoch: 1550,	Loss: 9.24929428100586

Epoch: 1600,	Loss: 8.939460754394531

Epoch: 1650,	Loss: 8.827681541442871

Epoch: 1700,	Loss: 8.74438762664795

Epoch: 1750,	Loss: 8.745948791503906

Epoch: 1800,	Loss: 8.567100524902344

Epoch: 1850,	Loss: 8.545404434204102

Epoch: 1900,	Loss: 8.406840324401855

Epoch: 1950,	Loss: 8.086908340454102

Epoch: 2000,	Loss: 7.870793342590332

Best Epoch: 2000,	Loss: 7.870793342590332

train finished.
	error rate: 0.27

test finished.
