[16621, 33242]
vector dimension: 7709

preprocess finished.

Epoch: 1,	Loss: 110.90399169921875

Epoch: 50,	Loss: 81.61568450927734

Epoch: 100,	Loss: 64.57489776611328

Epoch: 150,	Loss: 50.99928665161133

Epoch: 200,	Loss: 46.505619049072266

Epoch: 250,	Loss: 40.93489456176758

Epoch: 300,	Loss: 36.30611038208008

Epoch: 350,	Loss: 31.061904907226562

Epoch: 400,	Loss: 25.073795318603516

Epoch: 450,	Loss: 24.246910095214844

Epoch: 500,	Loss: 20.968769073486328

Epoch: 550,	Loss: 19.65398597717285

Epoch: 600,	Loss: 19.289682388305664

Epoch: 650,	Loss: 19.119327545166016

Epoch: 700,	Loss: 18.612272262573242

Epoch: 750,	Loss: 18.54945945739746

Epoch: 800,	Loss: 17.39747428894043

Epoch: 850,	Loss: 18.121814727783203

Epoch: 900,	Loss: 17.89563751220703

Epoch: 950,	Loss: 17.512380599975586

Epoch: 1000,	Loss: 17.124235153198242

Epoch: 1050,	Loss: 16.162782669067383

Epoch: 1100,	Loss: 15.930505752563477

Epoch: 1150,	Loss: 15.647130012512207

Epoch: 1200,	Loss: 15.501565933227539

Epoch: 1250,	Loss: 15.375752449035645

Epoch: 1300,	Loss: 14.610678672790527

Epoch: 1350,	Loss: 10.04174518585205

Epoch: 1400,	Loss: 9.767617225646973

Epoch: 1450,	Loss: 9.720192909240723

Epoch: 1500,	Loss: 9.608175277709961

Epoch: 1550,	Loss: 9.235464096069336

Epoch: 1600,	Loss: 9.210257530212402

Epoch: 1650,	Loss: 9.15845775604248

Epoch: 1700,	Loss: 9.160879135131836

Epoch: 1750,	Loss: 7.38469123840332

Epoch: 1800,	Loss: 7.19766092300415

Epoch: 1850,	Loss: 7.18225622177124

Epoch: 1900,	Loss: 4.263927936553955

Epoch: 1950,	Loss: 4.098320007324219

Epoch: 2000,	Loss: 4.1088457107543945

Best Epoch: 1926,	Loss: 4.086670875549316

train finished.
	error rate: 0.54

test finished.
