[16621, 33856]
vector dimension: 11926

preprocess finished.

Epoch: 1,	Loss: 140.04844665527344

Epoch: 50,	Loss: 103.44995880126953

Epoch: 100,	Loss: 82.4653549194336

Epoch: 150,	Loss: 68.627685546875

Epoch: 200,	Loss: 60.881744384765625

Epoch: 250,	Loss: 56.970558166503906

Epoch: 300,	Loss: 52.72770309448242

Epoch: 350,	Loss: 50.95632553100586

Epoch: 400,	Loss: 40.94074630737305

Epoch: 450,	Loss: 39.46105194091797

Epoch: 500,	Loss: 38.38447570800781

Epoch: 550,	Loss: 32.0338249206543

Epoch: 600,	Loss: 30.34786605834961

Epoch: 650,	Loss: 27.5799617767334

Epoch: 700,	Loss: 26.9130859375

Epoch: 750,	Loss: 24.954999923706055

Epoch: 800,	Loss: 22.82074737548828

Epoch: 850,	Loss: 20.513975143432617

Epoch: 900,	Loss: 20.099885940551758

Epoch: 950,	Loss: 20.06439971923828

Epoch: 1000,	Loss: 18.940105438232422

Epoch: 1050,	Loss: 18.852628707885742

Epoch: 1100,	Loss: 18.607097625732422

Epoch: 1150,	Loss: 18.527835845947266

Epoch: 1200,	Loss: 18.307315826416016

Epoch: 1250,	Loss: 17.84891700744629

Epoch: 1300,	Loss: 17.675701141357422

Epoch: 1350,	Loss: 17.39196014404297

Epoch: 1400,	Loss: 17.304414749145508

Epoch: 1450,	Loss: 17.209169387817383

Epoch: 1500,	Loss: 15.696563720703125

Epoch: 1550,	Loss: 15.337102890014648

Epoch: 1600,	Loss: 14.925857543945312

Epoch: 1650,	Loss: 14.831233024597168

Epoch: 1700,	Loss: 14.443157196044922

Epoch: 1750,	Loss: 14.407327651977539

Epoch: 1800,	Loss: 14.45052433013916

Epoch: 1850,	Loss: 14.016633033752441

Epoch: 1900,	Loss: 13.941620826721191

Epoch: 1950,	Loss: 13.944982528686523

Epoch: 2000,	Loss: 13.874322891235352

Best Epoch: 1978,	Loss: 13.873136520385742

train finished.
	error rate: 0.30

test finished.
